,pitch,instrument_family,instrument_source,NaiveFFT,ZeroX,PersistFFT1,PersistFFT2,PSHC,fft_mean,max_fft_amp,freq_at_max_fft_amp,peak_0_freq,peak_0_persistence,peak_1_freq,peak_1_persistence,peak_2_freq,peak_2_persistence,peak_3_freq,peak_3_persistence,peak_4_freq,peak_4_persistence,peak_5_freq,peak_5_persistence,peak_6_freq,peak_6_persistence,peak_7_freq,peak_7_persistence,peak_8_freq,peak_8_persistence,peak_9_freq,peak_9_persistence,peak_10_freq,peak_10_persistence,peak_11_freq,peak_11_persistence,peak_12_freq,peak_12_persistence,peak_13_freq,peak_13_persistence,peak_14_freq,peak_14_persistence,peak_15_freq,peak_15_persistence,peak_16_freq,peak_16_persistence,peak_17_freq,peak_17_persistence,peak_18_freq,peak_18_persistence,peak_19_freq,peak_19_persistence,peak_20_freq,peak_20_persistence,peak_21_freq,peak_21_persistence,peak_22_freq,peak_22_persistence,peak_23_freq,peak_23_persistence,peak_24_freq,peak_24_persistence,peak_25_freq,peak_25_persistence,peak_26_freq,peak_26_persistence,peak_27_freq,peak_27_persistence,peak_28_freq,peak_28_persistence,peak_29_freq,peak_29_persistence,peak_30_freq,peak_30_persistence,peak_31_freq,peak_31_persistence,peak_32_freq,peak_32_persistence,peak_33_freq,peak_33_persistence,peak_34_freq,peak_34_persistence,peak_35_freq,peak_35_persistence,peak_36_freq,peak_36_persistence,peak_37_freq,peak_37_persistence,peak_38_freq,peak_38_persistence,peak_39_freq,peak_39_persistence,peak_40_freq,peak_40_persistence,peak_41_freq,peak_41_persistence,peak_42_freq,peak_42_persistence,peak_43_freq,peak_43_persistence,peak_44_freq,peak_44_persistence,peak_45_freq,peak_45_persistence,peak_46_freq,peak_46_persistence,peak_47_freq,peak_47_persistence,peak_48_freq,peak_48_persistence,peak_49_freq,peak_49_persistence
keyboard_electronic_003-081-127,81.0,4.0,1.0,81.0,79.0,81.0,81.0,81.0,82081.3359375,43473708.0,880.0,874.75,8223280.92,880.0,43038970.92,881.25,10855008.92,885.0,2092171.92,886.5,2564614.92,1754.0,13531.294999999984,1759.25,4459264.42,1761.75,1170009.67,1767.0,3153.6387499999837,2637.5,1360651.92,3516.5,500070.4825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
keyboard_electronic_069-061-050,61.0,4.0,1.0,61.0,67.0,61.0,61.0,61.0,91007.5,65853684.0,275.0,275.0,65195147.16,275.5,1553233.1600000001,539.0,10668.160000000033,549.75,23224545.16,824.75,4457353.66,825.25,113088.53500000003,1099.25,6813216.66,1100.25,1177644.4100000001,1374.25,7479577.66,1375.0,2164134.41,1648.75,4450239.66,1650.0,1039646.66,1650.5,722460.16,1923.75,633206.91,1924.75,1764907.4100000001,2198.25,3695335.16,2199.75,3561871.16,2200.25,52243.16000000003,2473.0,2360292.91,2474.5,1976889.4100000001,3022.5,206762.28500000003,3297.25,639929.66,3299.0,499693.66000000003,3299.75,397438.78500000003,3572.0,306823.28500000003,3574.0,38442.72250000003,3574.75,134227.72250000003,4121.5,122694.53500000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vocal_synthetic_003-029-050,29.0,10.0,2.0,41.0,68.0,29.0,29.0,29.0,364331.65625,120166912.0,87.5,43.25,59214746.88,43.75,23120698.88,44.75,6795041.88,84.5,12141864.879999999,87.5,118965242.88,88.5,3814750.38,90.5,11850665.879999999,128.0,13232498.879999999,130.5,9995570.879999999,131.0,84442698.88,134.0,12925718.879999999,171.75,14022649.879999999,174.75,60968582.88,177.75,12543653.879999999,215.25,6135147.38,218.25,22452096.88,221.25,4306087.38,261.75,5164787.38,306.75,13162570.879999999,309.5,5784208.88,350.0,14783810.879999999,390.75,3778374.88,393.75,38632774.88,396.25,8692110.879999999,397.0,6615501.88,398.25,4528120.38,438.75,18542026.88,456.25,3251969.38,484.25,11585985.879999999,524.75,34491102.88,568.5,18042804.88,571.75,9645968.879999999,615.5,9359813.879999999,652.75,3769072.38,655.75,38069622.88,658.5,6788394.88,659.25,5291702.38,699.5,15288424.879999999,703.0,3931968.38,743.0,8305386.88,745.25,5719086.38,877.75,7763910.88,919.75,6565346.88,961.75,5716469.88,1006.75,11177702.879999999,1051.25,3496574.38,1092.5,7255607.88,1136.75,8063360.88,1180.5,3255939.88,1223.75,3588656.38
keyboard_acoustic_004-083-050,83.0,4.0,0.0,30.0,57.0,21.0,83.0,21.0,42512.71875,5333900.5,46.0,27.5,1234706.62,32.0,3755950.495,36.0,1612104.245,38.0,505543.245,39.25,362187.12,41.0,443103.9325,41.75,358429.6825,43.0,488324.245,44.25,417042.245,46.0,5280561.495,48.25,373280.12,49.25,682876.995,62.25,815072.0575,76.5,543863.62,83.0,474866.87,85.75,409596.1825,87.5,1292796.37,93.75,573882.495,101.75,614201.995,103.25,280266.37,109.5,2364917.995,111.75,541071.12,114.5,309779.83875,117.25,421543.62,118.5,733057.745,119.25,3017278.745,122.5,275450.37,124.75,552984.37,131.0,377941.5575,137.25,408485.12,139.75,339721.0575,141.75,432264.87,143.0,1443687.495,145.75,381545.37,149.0,401248.33875,176.25,786481.8075,189.25,522751.495,192.0,341175.8075,193.25,245944.12,195.5,340287.62,198.75,1761726.37,207.75,724099.62,225.0,379323.08875,269.75,720992.5575,312.5,825477.87,343.5,311238.495,364.75,541561.87,408.25,297388.27625,484.25,315036.96375,991.0,1885224.995
bass_synthetic_134-071-050,71.0,0.0,2.0,71.0,68.0,21.0,71.0,21.0,69802.234375,22517406.0,496.5,27.0,2815811.44,28.0,2579750.94,29.0,2381010.69,30.0,2139252.94,31.0,2006993.44,32.0,1992477.44,33.0,2069172.44,34.0,2202523.94,35.0,2364124.19,36.0,2535208.69,37.0,2703145.44,38.0,4810260.94,39.0,2744351.69,40.0,2750456.69,41.0,2726865.44,42.0,2681009.94,43.0,2629970.69,44.0,2441567.94,45.0,1550237.315,46.25,1805305.69,47.25,2078764.69,48.25,2084914.94,49.25,2017396.44,50.25,1922911.44,51.25,1811831.94,52.25,3691449.44,53.25,1596737.44,54.25,1399058.69,55.25,1215792.94,56.0,1084503.19,57.0,939196.19,71.25,938741.19,72.25,985912.44,73.25,1021988.94,74.0,3993187.44,75.0,970927.19,86.25,1085174.565,87.25,1195008.44,88.25,2642645.94,89.25,942716.94,105.25,1024530.44,106.25,1196554.44,107.25,1360925.94,108.25,5899741.94,109.25,1401080.44,110.25,1188057.44,111.25,992310.94,165.0,1124954.44,200.0,2216596.44,496.5,22292231.94
organ_electronic_113-050-127,50.0,6.0,1.0,50.0,72.0,49.0,50.0,50.0,120192.6484375,188914240.0,146.75,73.5,1950038.5999999999,138.0,1822565.0999999999,139.0,3344383.5999999996,140.25,30488645.6,141.0,2621044.5999999996,141.75,1848545.5999999999,144.0,2388100.5999999996,145.0,4655513.1,146.0,8563093.6,146.75,187025097.6,147.75,10681672.6,148.75,4697807.6,149.75,2617971.5999999996,152.75,2272949.0999999996,153.5,30671395.6,154.75,2477063.5999999996,273.5,2426711.5999999996,279.75,2020356.0999999999,281.75,1962516.8499999999,284.75,2215458.3499999996,285.75,4784723.1,287.0,90365337.6,287.75,2925310.5999999996,291.75,2055865.3499999999,292.75,6461883.6,293.75,125753745.6,294.5,5647323.6,295.5,4103465.0999999996,296.5,4284895.6,297.5,2222516.3499999996,298.5,2979224.0999999996,299.75,10220971.6,300.25,84531441.6,301.5,8935537.6,302.5,3477603.0999999996,303.5,2757206.5999999996,304.5,1985490.8499999999,2301.0,9556653.6,2307.0,13348998.6,2319.25,27585197.6,2325.25,8542598.6,2331.5,6276836.1,2343.5,3927728.5999999996,2349.75,21347073.6,2355.75,3758618.0999999996,2368.0,7649856.6,2374.0,8495506.6,2380.25,30376335.6,2392.5,13032841.6,2398.5,15724143.6
flute_acoustic_002-085-127,85.0,2.0,0.0,85.0,90.0,85.0,85.0,85.0,154279.671875,169635264.0,1108.5,1098.5,7107347.359999999,1099.5,2187487.11,1101.25,6183933.359999999,1102.25,3058449.86,1102.75,14287924.36,1104.0,26515115.36,1105.5,16110277.36,1106.0,8408389.36,1106.75,24307989.36,1107.5,14918721.36,1108.5,167938911.36,1109.5,22980215.36,1110.5,15491819.36,1111.5,13090189.36,1112.0,4079929.36,1113.25,8429149.36,1114.0,5144585.359999999,1116.25,3334934.36,1118.75,2123560.86,2206.25,3134416.36,2207.25,3801394.36,2207.75,1687252.3599999999,2209.75,2439817.11,2211.25,5623359.859999999,2212.5,2435848.36,2213.75,4273402.359999999,2214.5,13767989.36,2215.25,4732830.359999999,2216.0,20544815.36,2217.25,37276495.36,2218.0,18234071.36,2220.5,2183401.36,2221.5,4706953.859999999,2222.25,7900035.359999999,2223.75,1837782.1099999999,2225.25,1878509.3599999999,2225.75,5745977.859999999,2229.25,2083284.1099999999,3318.75,2441413.61,3320.0,4671469.359999999,3321.25,8695653.36,3325.75,48560415.36,3326.75,8253613.359999999,3327.5,9970731.36,3330.0,6390072.359999999,3331.5,2500367.36,3332.5,3269284.86,3335.75,2250262.36,3337.75,1678323.1099999999,4434.25,1775438.8599999999
bass_electronic_027-049-050,49.0,0.0,1.0,61.0,74.0,49.0,49.0,49.0,50098.109375,26843116.0,277.25,53.0,22051.339999999967,106.0,165799.58999999997,138.0,1151865.8399999999,138.75,20017222.84,277.25,26574684.84,416.0,2780698.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brass_acoustic_016-066-127,66.0,1.0,0.0,66.0,102.0,66.0,66.0,66.0,258654.8125,32455468.0,370.5,369.75,5827431.32,370.5,32130913.32,739.5,5886203.32,741.0,9024561.32,1852.25,6153212.82,2589.25,4917784.82,2593.5,6770869.32,3328.5,5863204.32,4433.0,7215365.32,4436.0,9746884.32,4437.75,13987697.32,4439.75,7143706.82,4441.5,5608500.32,4442.25,4981481.32,4443.0,6384542.32,4443.75,6673288.82,4446.0,22098767.32,4447.25,5635404.32,4797.0,5572782.32,4800.75,6602006.32,4802.75,8325774.32,4804.75,11873443.32,4807.5,12941844.32,4810.0,8251790.32,4812.75,7285792.32,4814.25,6313237.32,4816.5,17783543.32,5172.5,5469799.32,5174.0,7164160.32,5177.0,7946776.82,5187.0,9380948.32,5557.5,5287117.32,5905.75,5908589.32,5909.5,5607702.82,5911.75,4897831.32,5913.5,8996510.32,5917.75,6169662.32,5919.0,6869856.32,5923.0,5811374.32,5928.0,12694334.32,6279.0,5833410.82,6283.0,5419471.32,6287.0,5730798.82,6288.75,8488166.32,6298.5,7329102.32,6657.0,5432309.82,6658.5,7343230.32,6668.75,5762931.82,7022.25,6057841.82,7397.0,5607048.32
vocal_synthetic_003-033-127,33.0,10.0,2.0,52.0,85.0,33.0,33.0,45.0,1193595.375,64094432.0,164.25,53.75,19779491.68,109.0,15447573.68,110.25,13809763.68,110.75,28414831.68,164.25,63453487.68,219.25,48588515.68,279.0,10935900.68,329.25,16176231.68,388.0,15709490.68,441.5,11243652.68,495.75,26523301.68,497.75,13156360.68,499.0,10607729.68,552.5,8797324.68,556.0,25177855.68,605.75,20082415.68,609.25,11827611.68,661.75,29044251.68,666.0,10957995.68,717.5,21107619.68,721.0,9787943.68,770.5,10355023.68,772.25,20694385.68,775.25,9419879.68,826.0,29950585.68,829.75,11805201.68,831.0,13756140.68,935.75,14010982.68,995.5,14554013.68,1049.75,10218673.68,1104.25,19901885.68,1157.75,29014357.68,1211.75,14564357.68,1267.5,34434787.68,1322.5,19768567.68,1376.0,8902681.68,1377.5,30385593.68,1381.25,12367931.68,1382.5,8858549.68,1431.5,18745891.68,1433.75,11963763.68,1488.75,10761395.68,1541.5,13525958.68,1549.25,8767715.68,1710.0,10757751.68,1822.0,11857788.68,1877.25,10900418.68,2039.0,12267815.68,2147.75,8755980.68,2480.0,9044168.68
bass_synthetic_009-042-127,42.0,0.0,2.0,54.0,62.0,42.0,42.0,42.0,348274.09375,151467488.0,184.75,90.25,14155211.12,91.25,30108767.12,92.25,128260621.12,93.25,52467265.12,94.25,16834649.12,184.75,149952813.12,185.75,42817645.12,186.75,15757823.12,276.0,19149337.12,277.0,36102949.12,278.0,94952005.12,279.0,24169003.12,280.0,13140617.12,368.25,10288004.12,369.5,62824021.12,370.25,91475277.12,371.25,10185174.12,461.75,27415275.12,462.75,16232555.12,554.0,39924953.12,555.0,15526065.12,556.0,19181439.12,648.25,15951217.12,738.75,19647849.12,739.75,27678285.12,740.75,15088549.12,833.0,21037453.12,924.25,23168301.12,926.25,11627007.12,1018.75,16759923.12,1109.0,24813921.12,1111.0,14003516.12,1293.75,24228231.12,1478.5,17743189.12,1663.0,15930113.12,1847.75,14058704.12,1851.75,10481371.12,2032.5,10480487.12,2218.0,11499356.12,2402.75,13947468.12,2587.5,13433187.12,2772.0,13177560.12,2956.75,15302361.12,3141.5,14002852.12,3327.0,10823383.12,3511.75,15642333.12,3696.5,16172231.12,3881.25,12220268.12,4065.75,12202614.12,4250.5,10596482.12
organ_electronic_007-045-100,45.0,6.0,1.0,69.0,72.0,33.0,45.0,45.0,227176.09375,120199328.0,439.25,54.75,11362230.72,109.75,59924726.72,211.0,15187688.72,219.5,91750614.72,228.0,13392270.72,320.5,8350086.72,329.0,49796238.72,329.5,12860486.72,337.5,9396383.72,422.25,6873613.72,430.0,11745479.72,430.75,44713086.72,432.25,7209428.72,434.0,8028472.72,435.0,12354119.72,436.0,16999374.72,437.25,7903275.72,438.75,6696578.72,439.25,118997334.72,441.75,8386222.72,442.75,16314284.72,443.75,7778656.72,445.75,7666702.72,448.0,32716246.72,539.75,10302237.72,548.25,26049920.72,549.0,9722501.72,556.75,8656471.72,642.0,9796961.72,650.5,46292286.72,651.75,9206130.72,659.0,92784926.72,662.75,8231692.72,667.5,47851222.72,676.0,9210368.72,759.0,13812626.72,767.5,21056796.72,776.25,14334521.72,861.5,11992459.72,868.75,14637716.72,870.0,36292214.72,877.25,18456462.72,878.5,41255410.72,879.25,10522756.72,885.75,12455961.72,887.25,35508606.72,895.75,11903559.72,978.5,10932935.72,987.0,12926841.72,995.5,12426257.72
bass_synthetic_134-064-100,64.0,0.0,2.0,64.0,64.0,27.0,45.0,64.0,88545.5703125,25284818.0,331.5,27.0,628092.4450000001,28.0,503738.195,29.0,519533.32,30.0,487567.32,31.0,456498.445,32.0,432813.695,33.0,423980.07,34.0,430789.07,35.0,447791.32,36.0,468625.57,37.0,491411.82,38.0,2567260.82,39.0,483260.57,40.0,471120.07,41.0,454079.32,42.0,429220.82,43.0,396761.82,44.0,358493.195,45.0,313023.695,46.25,348337.695,47.25,442531.57,48.25,442890.82,49.25,408952.82,50.25,376612.07,51.25,351934.07,52.25,335114.57,53.25,325795.82,54.25,324914.57,55.25,1448030.32,56.25,224844.82,73.25,2613316.82,74.25,214971.82,87.25,1468833.445,88.25,216182.57,108.25,271532.32,109.25,5302718.82,110.25,217583.82,165.25,1090879.195,200.25,3247066.32,278.25,1223289.945,297.0,539155.0700000001,331.5,25031969.82,335.75,327769.07,336.75,386708.195,338.0,282735.3825,339.0,303601.2575,340.0,207319.2575,459.5,362597.2575,662.75,11888837.82,993.75,546149.0700000001
keyboard_acoustic_004-107-127,107.0,4.0,0.0,45.0,71.0,23.0,107.0,49.0,59883.62890625,741756.4375,109.5,31.5,179531.795,35.75,165713.8575,40.5,150932.279375,44.25,516978.310625,68.75,256512.029375,78.5,192727.560625,95.75,470390.779375,109.5,734338.873125,119.25,138991.498125,123.75,116882.060625,125.0,481132.404375,130.75,208854.1075,138.5,269969.873125,146.0,113952.2403125,155.5,137535.091875,167.75,253735.51375,185.25,196287.45125,195.5,129208.310625,209.75,155898.435625,225.25,162972.529375,247.0,135180.51375,273.75,372137.341875,350.0,121574.5215625,365.25,224791.935625,533.5,118379.2871875,644.25,128095.07625,918.5,146299.748125,1128.75,126803.560625,1165.5,186078.32625,1269.5,127501.45125,1517.5,119505.716875,1738.0,123288.216875,1904.75,233406.545,2097.0,131335.716875,2438.75,172844.310625,2789.5,118875.998125,3343.5,210209.654375,3457.0,150722.623125,3578.0,142903.779375,3649.25,229135.795,3674.25,129435.13875,3808.5,122258.1309375,3836.5,328267.373125,3973.0,156440.685625,4021.75,190087.6075,4035.75,364521.279375,4047.0,659307.748125,4067.5,337282.154375,4475.75,121356.2715625,4702.0,271780.060625
keyboard_synthetic_000-101-100,101.0,4.0,2.0,101.0,62.0,91.0,101.0,101.0,83173.671875,14426957.0,2796.25,221.25,98498.945625,235.0,28818.836249999993,240.75,26288.461249999993,338.75,8096.804999999993,351.25,4335.945624999993,379.0,172358.1175,820.5,53883.92999999999,830.5,21022.445624999993,843.5,5089.242499999993,983.25,323402.43,1398.0,27789.429999999993,1424.75,15975.336249999993,1585.0,733780.1174999999,2158.75,37971.46124999999,2188.75,2175314.18,2768.5,12048.226874999993,2791.75,264740.93,2796.25,14282687.43,2801.0,1127581.805,2804.0,517033.9925,2806.5,216146.8675,2816.75,117812.945625,2950.25,5261.226874999993,3400.0,1546488.555,3556.75,4030.898749999993,4003.25,608320.1174999999,4162.5,35403.82062499999,4605.25,281089.21125,4642.5,13538.258124999993,4745.75,8335.414374999993,4766.25,62916.66437499999,5196.5,22706.742499999993,5205.0,152360.33625,5235.75,7414.758124999993,5346.0,38790.55499999999,5351.75,18764.445624999993,5366.25,124742.96125,5809.25,93685.27375,5817.5,16100.148749999993,5822.5,9848.148749999993,5827.75,17064.570624999993,5834.0,37538.38312499999,5965.5,187858.58625,6408.5,55437.88312499999,6535.75,25373.054999999993,6568.0,339507.2425,7015.25,31205.883124999993,7138.0,2669.586249999993,7173.0,711859.0549999999,7775.5,12380.195624999993
brass_acoustic_016-064-100,64.0,1.0,0.0,64.0,101.0,64.0,64.0,64.0,316180.5,49273880.0,329.0,329.0,48781141.2,329.75,21562555.2,658.0,6268172.7,658.75,9728006.2,660.0,6091550.2,1974.75,7544541.2,2963.5,6123721.2,4602.0,10825294.2,4609.25,8133945.2,4621.0,6153207.7,4923.0,6117425.7,4928.5,10636411.2,4931.0,24886423.2,4933.25,10280940.2,4936.5,10813243.2,4938.5,16675581.2,4940.0,6364237.7,4940.75,6367346.2,4941.75,10664479.2,4942.5,6490590.7,4944.0,9911195.2,4946.5,13857101.2,4948.5,9070842.2,4950.75,17792611.2,5257.25,6951805.2,5260.0,12101055.2,5262.25,6005181.2,5268.0,10708304.2,5269.75,5902033.7,5281.0,6728976.7,5916.5,6503601.2,5926.0,8879721.2,6245.5,14867109.2,6249.5,8151673.2,6255.75,17295339.2,6258.75,6500999.2,6259.5,9007547.2,6263.75,13271505.2,6266.5,7255764.2,6267.0,9414269.2,6268.5,6855986.7,6271.0,9386421.2,6574.25,10759959.2,6579.25,5605997.2,6584.75,12152339.2,6593.75,7143498.7,6596.75,6287184.2,6903.25,11031770.2,6913.75,8657225.2,7232.0,7472457.7
guitar_acoustic_014-104-050,104.0,3.0,0.0,104.0,46.0,21.0,104.0,104.0,42373.5078125,1497560.625,3355.5,27.25,84488.2140625,30.25,14027.44453125,31.25,14140.34296875,32.25,14198.28046875,33.25,14205.7765625,34.25,14179.65546875,35.25,14127.53828125,36.25,14040.63203125,37.25,13907.1671875,101.0,17838.66328125,102.0,17400.58125,103.0,16989.85078125,172.5,14125.98359375,173.5,14368.8625,174.5,14581.266796875,175.5,14780.051953125,176.5,14986.622265625,177.5,15204.516796875,178.5,15418.473828125,179.5,15614.223828125,180.5,15796.286328125,181.5,15984.284375,182.5,16191.958203125,183.5,16411.645703125,184.5,16621.20234375,185.5,16806.399609375,186.5,16975.739453125,187.5,17152.540234375,188.5,17352.247265625,189.5,17567.815625,190.5,17777.58125,191.5,17966.8390625,192.5,18140.7375,193.5,18315.74140625,194.5,18499.440625,195.5,18680.675,196.5,18841.16328125,197.5,18976.49921875,198.5,19103.8234375,199.5,19246.71796875,200.5,19412.05,201.5,19583.20234375,202.5,19737.58125,203.5,19870.284375,204.5,19998.7375,205.5,20143.2375,280.25,24375.57734375,581.25,16676.926953125,3355.5,1482585.01875,6734.75,127896.190625
organ_electronic_028-034-075,34.0,6.0,1.0,34.0,50.0,33.0,34.0,34.0,107657.265625,169180736.0,58.25,44.25,1437873.39,47.5,1293984.14,49.75,3693644.6399999997,51.5,3456520.1399999997,52.75,5857070.64,53.75,8764936.64,55.0,9743363.64,56.0,17563416.64,56.75,17516532.64,58.25,167488928.64,59.0,58589568.64,60.5,31467346.64,61.0,8046587.64,61.5,8267695.64,62.25,2533112.6399999997,63.25,8089628.64,65.5,2674001.6399999997,66.5,4729317.14,67.5,1843000.89,68.25,2950621.6399999997,71.25,1539018.39,72.0,1926092.14,116.25,10687326.64,117.0,5129843.64,118.25,2495733.8899999997,120.5,1051363.64,174.25,2748412.6399999997,175.75,1426101.14,176.75,1717808.64,226.5,2690684.1399999997,227.75,2001121.39,228.25,4124546.1399999997,228.75,1285712.14,229.25,2034954.39,231.0,12538784.64,231.5,6031590.64,232.75,14126470.64,233.5,92103368.64,234.5,38234072.64,235.0,1576880.64,236.25,1557439.14,236.75,15399160.64,238.75,7130574.64,239.75,3987664.6399999997,240.75,1043183.1399999999,241.5,4925316.64,244.25,1886037.89,245.75,1340167.89,250.75,1221343.64,523.0,1101150.64
organ_electronic_028-071-025,71.0,6.0,1.0,71.0,70.0,71.0,71.0,71.0,83219.1640625,202803792.0,493.5,476.25,325991.07999999984,477.5,225843.07999999984,478.5,302301.32999999984,479.5,46414.32999999984,480.25,227915.82999999984,480.75,999125.3299999998,481.25,145923.07999999984,482.0,4368649.08,483.5,4002607.58,484.75,49226.57999999984,485.5,4225778.08,486.0,1409103.5799999998,486.5,8730065.08,487.5,7515730.08,488.75,9282342.08,489.25,5148482.08,489.75,9542784.08,490.75,12441065.08,491.25,41569910.08,492.75,20455002.08,493.5,200775754.08,494.0,68914490.08,494.5,79710018.08,495.25,86448474.08,496.0,26487882.08,496.75,52103810.08,498.5,8102253.08,499.75,11333841.08,500.5,295329.07999999984,501.75,7600985.08,502.75,3015902.08,504.5,1693373.0799999998,505.25,2154207.33,506.5,1312252.5799999998,507.5,555858.3299999998,508.5,540762.0799999998,511.5,288942.32999999984,1976.0,675671.5799999998,1977.25,2331252.58,1977.75,93159.07999999984,1978.5,527945.0799999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
keyboard_electronic_001-099-127,99.0,4.0,1.0,99.0,81.0,42.0,99.0,99.0,54043.9609375,7698630.5,2512.5,26.75,100903.80437499999,39.0,270553.16375,45.5,50774.28093749999,46.5,87310.05437499999,47.75,142820.335625,48.75,213272.35125,49.75,237043.66375,51.0,168660.35125,52.0,95776.49187499999,57.5,75768.99187499999,62.25,60798.47624999999,67.25,44399.49187499999,72.0,58508.96062499999,85.75,232907.5075,88.0,46426.89812499999,91.75,611898.945,93.75,147700.72625,100.75,103928.30437499999,104.5,52306.86687499999,112.5,141694.16375,131.25,114933.96062499999,152.0,247191.72625,162.0,90350.28874999999,174.75,64651.38249999999,357.75,123412.85124999999,438.25,51423.62468749999,567.75,47856.65593749999,678.0,52602.47624999999,993.75,77305.24187499999,1129.0,416569.3825,1158.75,44484.17937499999,1336.25,118549.78874999999,1427.0,68262.21062499999,1486.25,44853.97624999999,1568.0,103125.56999999999,1572.5,302379.3825,1667.25,151291.66375,1676.25,110674.36687499999,1722.5,74581.44499999999,1777.25,51559.46843749999,2334.5,124165.86687499999,2352.5,58096.64812499999,2468.0,187036.28875,2473.0,90871.25749999999,2477.5,110735.44499999999,2512.5,7621644.195,2515.25,601180.695,2516.75,2741995.945,5024.25,141005.866875,5045.5,376131.10125
flute_synthetic_000-064-100,64.0,2.0,2.0,64.0,63.0,52.0,52.0,52.0,78739.84375,120476280.0,329.25,156.5,863296.95,159.75,212085.69999999995,160.5,1131672.7,161.75,14102572.2,162.25,6849764.2,163.0,730465.7,163.75,2209413.2,164.5,24309187.2,165.0,48462405.2,165.75,2911705.2,166.5,2907731.2,167.5,25275011.2,168.0,21090365.2,170.5,3309542.2,171.0,329905.19999999995,174.5,3111.4499999999534,175.25,232012.19999999995,176.0,194720.69999999995,176.75,82078.82499999995,323.0,137619.44999999995,323.75,607555.825,326.75,545133.45,327.75,2409902.7,329.25,119271517.2,330.0,78526501.2,331.5,1322587.2,332.5,326194.69999999995,335.25,541009.7,336.25,82481.69999999995,987.75,10882728.2,988.25,557359.95,989.25,188618.32499999995,990.0,9228794.2,991.25,5189.449999999953,1646.25,2695716.45,1650.25,2236791.7,2298.5,62931.82499999995,2304.5,1517312.95,2306.0,97922.19999999995,2308.0,236235.82499999995,2309.25,59330.82499999995,2310.0,190377.82499999995,2311.0,149866.19999999995,2313.5,227133.19999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
organ_electronic_113-046-025,46.0,6.0,1.0,58.0,62.0,58.0,58.0,58.0,107996.265625,387286528.0,233.0,219.75,514740.21999999974,225.5,6934624.72,226.5,141590494.72,227.25,27478858.72,228.25,17250916.72,229.25,15910618.719999999,230.25,15130342.719999999,231.25,17838866.72,232.25,25239770.72,233.0,383413662.72,234.0,20146372.72,235.0,13407186.719999999,236.25,5726597.72,237.25,2938865.7199999997,238.0,839062.2199999997,239.0,1666317.7199999997,239.75,132377758.72,241.0,4608518.72,242.0,2086658.7199999997,243.0,4016466.2199999997,244.0,2950504.7199999997,245.0,1414195.2199999997,246.0,1562156.2199999997,253.25,2762775.2199999997,459.5,5809479.72,473.0,3217566.7199999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
